,name,price,ratings,num_rating_reviews,general,display,performance,connectivity,battery
200,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹83,990",110 votes,--rating: 4.25;,"['OS: Windows 11', 'Utility: Business, Performance', 'Thickness: 18.6\u2009mmAverage', '1.6\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Touch Screen', 'Anti Glare']","['12th Gen Intel Core i5 1235U', '2 x 1.3\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  8 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Thunderbolt, Multi Card Reader', 'WiFi, Bluetooth v5.2', '2 x USB 3.0, 2 x USB Type-C', '5\u2009MP Camera', 'Backlit Keyboard, Inbuilt Microphone']","['51\u2009Wh, 3 Cell BatteryGood']"
201,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹38,990",356 votes • 2 reviews,--rating: 4.25;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.35\u2009mmAverage', '1.4\u2009kgLight', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIHigh', 'Anti Glare']","['11th Gen Intel Core i5 1155G7', '4 x 2.5\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Quad Core, 8 Threads', '8\u2009MB Cache', 'Intel Integrated Iris Xe Graphics', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
202,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB/ Win11),"₹44,550",110 votes,--rating: 4;,"['OS: Windows 11', 'Utility: Everyday Use, Performance', '1.63\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 147\u2009PPIHigh', 'Anti Glare', '16:9 Aspect Ratio']","['7th Gen Amd Ryzen 5 7520U', '4 x 2.8\u2009GHz (Turbo Speed upto 4.3\u2009GHz) Cores', 'Quad Core, 8 Threads', '4\u2009MB Cache', 'AMD Radeon Graphics Graphics', '8\u2009GB LPDDR5 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['41\u2009Wh, 3 Cell BatteryGood']"
203,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"₹89,990",115 votes • 9 reviews,--rating: 4.05;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 16.95\u2009mmSlim', '1.8\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['13th Gen Intel Core i9 13900H', '6 x 2.6\u2009GHz (Turbo Speed upto 5.4\u2009GHz) Performance Cores  8 x 1.9\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', 'Intel Integrated Iris Xe Graphics', '32\u2009GB LPDDR5X RAMLargest', '1\u2009TB SSD']","['HDMI, Display Port', 'WiFi, Bluetooth v5.2', '2 x USB 2.0, 2 x USB 3.0', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['70\u2009Wh BatteryGood']
204,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,43,000",91 votes,--rating: 4.45;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 19.9\u2009mmAverage', '1.8\u2009kgAverage', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091200\u2009pixelsAverage', '~ 142\u2009PPILow', 'Anti Glare']","['12th Gen Intel Core i7 1255U', '2 x 1.7\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x 1.2\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['51\u2009Wh, 3 Cell BatteryGood']"
205,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",74 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Everyday Use, Gaming, Business, Performance', '1.75\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['13th Gen Intel Core i3 1315U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '8\u2009GB LPDDR5 RAMAverage', '512\u2009GB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['50\u2009Wh, 3 Cell BatteryGood']"
206,Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹3,54,490",65 votes,--rating: 4;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 19.5\u2009mmSlim', '2.44\u2009kgAverage', '1 Year Warranty']","['17\u2009inchesAverage', '3840\u2009x\u20092400\u2009pixelsBest', '~ 266\u2009PPIHigh', 'Touch Screen', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i9 13900H', '6 x 2.6\u2009GHz (Turbo Speed upto 5.4\u2009GHz) Performance Cores  8 x 1.9\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsSmall', '32\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Thunderbolt, Multi Card Reader', 'WiFi, Bluetooth', '4 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['97\u2009Wh, 6 Cell BatteryGood']"
207,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹33,900",101 votes,--rating: 4.55;,"['OS: DOS', 'Utility: Everyday Use, Business, Performance, Gaming', 'Thickness: 19.9\u2009mmAverage', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i3 1215U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']",['2 Cell Battery']
208,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹66,999",69 votes,--rating: 4.45;,"['OS: Windows 11', 'Utility: Everyday Use, Performance', 'Thickness: 17.9\u2009mmSlim', '1.75\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['7th Gen AMD Ryzen 7 7730U', '8 x 2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Octa Core, 16 Threads', '16\u2009MB Cache', 'AMD Radeon Vega 8 Graphics Graphics', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
209,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,990",458 votes • 9 reviews,--rating: 4.15;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '2.1\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage']","['12th Gen Intel Core i5 12450H', '4 x 2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 1.5\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Octa Core (4P + 4E), 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 1650 GraphicsLargest', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.1', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
210,Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹89,990",100 votes,--rating: 4.6;,"['OS: Windows 11 ', 'Utility: Everyday Use, Performance', 'Thickness: 18\u2009mmAverage', '1.91\u2009kgHeavy', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 138\u2009PPILow', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i7 1355U', '2 x (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '2 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['54\u2009Wh, 4 Cell BatteryGood']"
211,Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹31,990",84 votes • 1 reviews,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '1.65\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLargest', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 147\u2009PPIHigh', 'Anti Glare']","['7th Gen AMD Ryzen 3 7320U', '4 x 2.4\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Quad Core, 8 Threads', '4\u2009MB Cache', 'AMD Radeon Graphics Graphics', '8\u2009GB LPDDR5 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth', '2 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']",
212,Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹1,72,990",70 votes,--rating: 4.65;,"['OS: Windows 11', 'Utility: Gaming', '1 Year Warranty']","['16\u2009inchesAverage', '2560\u2009x\u20091600\u2009pixelsAverage', '~ 184\u2009PPIAverage', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i7 13700H', '6 x (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '16\u2009GB, NVIDIA GeForce RTX 4090 GraphicsLargest', '32\u2009GB DDR5 RAMLargest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '3 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
213,MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,92,990",94 votes,--rating: 4.2;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.95\u2009mmAverage', '1.88\u2009kgLight', '2 Year Warranty']","['16\u2009inchesAverage', '3840\u2009x\u20092400\u2009pixelsBest', '~ 283\u2009PPIHighest', 'Anti Glare']","['13th Gen Intel Core i9 13900H', '6 x 2.6\u2009GHz (Turbo Speed upto 5.4\u2009GHz) Performance Cores  8 x 1.9\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsAverage', '32\u2009GB DDR5 RAMLargest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.3', '1 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['99.9\u2009Wh, 4 Cell BatteryGood']"
214,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹47,990",431 votes • 10 reviews,--rating: 4.2;,"['OS: Windows 11', 'Utility: Gaming, Performance', 'Thickness: 19.9\u2009mmAverage', '2.1\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i5 12450H', '4 x 2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 1.5\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Octa Core (4P + 4E), 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 1650 GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
215,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹66,150",87 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 17.9\u2009mmSlim', '1.74\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i5 1340p', '4 x 1.9\u2009GHz (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x 1.4\u2009GHz (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '12\u2009MB Cache', 'Intel Integrated Intel Iris Xe Graphics Graphics', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard']",['41\u2009Wh BatteryGood']
216,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,31,990",77 votes,--rating: 4.5;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 24.9\u2009mmThick', '2.2\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['7th Gen AMD Ryzen 9 7940HS', '8 x 4\u2009GHz (Turbo Speed upto 5.2\u2009GHz) Cores', 'Octa Core, 16 Threads', '16\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 4050 GraphicsAverage', '16\u2009GB DDR4 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['4 Cell Battery']
217,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,79,990",112 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 30.4\u2009mmThick', '2.5\u2009kgHeavy', '1 Year Warranty']","['16\u2009inchesAverage', '2560\u2009x\u20091600\u2009pixelsAverage', '~ 189\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i9 13980HX', '8 x (Turbo Speed upto 5.6\u2009GHz) Performance Cores  16 x (Turbo Speed upto 4\u2009GHz) Efficient Cores', '24 Cores (8P + 16E), 32 Threads', '36\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['4 Cell Battery']
218,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹79,990",266 votes • 16 reviews,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 18.9\u2009mmAverage', '1.8\u2009kgAverage', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091200\u2009pixelsGood', '~ 142\u2009PPIAverage', 'Anti Glare', '16:10 Aspect Ratio']","['12th Gen Intel Core i5 12450H', '4 x 2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 1.5\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Octa Core (4P + 4E), 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 3050 GraphicsAverage', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '2 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['63\u2009Wh, 3 Cell BatteryGood']"
219,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,490",92 votes,--rating: 4.05;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 17.9\u2009mmSlim', '1.69\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['12th Gen Intel Core i3 1215U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel UHD Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
220,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹76,990",121 votes • 4 reviews,--rating: 4.25;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 24.9\u2009mmThick', '2.25\u2009kgHeavy', '2 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i5 12450H', '4 x 2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 1.5\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Octa Core (4P + 4E), 12 Threads', '12\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 3050 GraphicsLargest', '16\u2009GB DDR5 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['53.5\u2009Wh, 3 Cell BatteryGood']"
221,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,29,990",102 votes • 1 reviews,--rating: 4.25;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 2.6\u2009mmUltra Slim', '2.6\u2009kgHeavy', '1 Year Warranty']","['16\u2009inchesLarge', '2560\u2009x\u20091600\u2009pixelsGood', '~ 142\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i7 13700HX', '8 x (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '16 Cores (8P + 8E), 24 Threads', '30\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsLarge', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '3 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['90\u2009Wh, 4 Cell BatteryGood']"
222,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),"₹79,990",100 votes,--rating: 4.3;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 18.9\u2009mmAverage', '1.4\u2009kgLight', '1 Year Warranty']","['14\u2009inchesAverage', '1920\u2009x\u20091200\u2009pixelsGood', '~ 162\u2009PPIHigh', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i5 13500H', '4 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 2050 GraphicsAverage', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['50\u2009Wh, 3 Cell BatteryGood']"
223,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹87,990",115 votes,--rating: 4.35;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 20\u2009mmThick', '1.8\u2009kgAverage', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091200\u2009pixelsGood', '~ 283\u2009PPIHigh', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i5 13500H', '4 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '4\u2009GB, NVIDIA Geforce RTX 3050  GraphicsAverage', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['50\u2009Wh, 3 Cell BatteryGood']"
224,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,519",321 votes • 17 reviews,--rating: 4.35;,"['OS: Windows 11', 'Utility: Gaming', '2.6\u2009kgHeavy', '1 Year Warranty']","['17.3\u2009inchesLargest', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 127\u2009PPILow', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i5 11400H', '6 x 2.2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 2050 GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['48\u2009Wh, 3 Cell BatteryGood']"
225,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹61,990",94 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Gaming, Performance', 'Thickness: 24.5\u2009mmThick', '2.3\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i5 11400H ', '6 x 2.2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 2050 GraphicsLargest', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['48\u2009Wh, 4 Cell BatteryGood']"
226,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),"₹32,990",783 votes • 16 reviews,--rating: 3.95;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 21.6\u2009mmThick', '1.5\u2009kgLight', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 135\u2009PPILow']","['11th Gen Intel Core i5  1135G7', '4 x 2.4\u2009GHz (Turbo Speed upto 4.2\u2009GHz) Cores', 'Quad Core, 8 Threads', '8\u2009MB Cache', '\u200eIntel Iris Xe Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v4.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['45.5\u2009Wh, 2 Cell BatteryGood']"
