,name,price,ratings,num_rating_reviews,general,display,performance,connectivity,battery
419,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,399",95 votes,--rating: 4.55;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance', 'Thickness: 18.7\u2009mmSlim', '1.65\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel UHD Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.1', '1 x USB 2.0, 2 x USB 3.0', 'Inbuilt Microphone']","['41\u2009Wh, 3 Cell BatteryGood']"
420,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),"₹45,990",182 votes,--rating: 4.05;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance', 'Thickness: 21\u2009mmThick', '1.65\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage']","['13th Gen Intel Core i3 1305U', '1 x (Turbo Speed upto 4.5\u2009GHz) Performance Cores  4 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '5 Cores (1P + 4E), 6 Threads', '10\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '1\u2009TB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0', 'Inbuilt Microphone']","['41\u2009Wh, 3 Cell BatteryGood']"
421,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB/ Win11),"₹49,490",110 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Everyday Use, Performance', '1.63\u2009kgLight', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 147\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['7th Gen Amd Ryzen 5 7520U', '4 x 2.8\u2009GHz (Turbo Speed upto 4.3\u2009GHz) Cores', 'Quad Core, 8 Threads', '4\u2009MB Cache', 'AMD Radeon Graphics Graphics', '8\u2009GB LPDDR5 RAMAverage', '1\u2009TB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['41\u2009Wh, 3 Cell BatteryGood']"
422,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),"₹35,990",117 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 23.5\u2009mmThick', '1.68\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['5th Gen AMD Ryzen 3 5300U', '4 x 2.6\u2009GHz (Turbo Speed upto 3.8\u2009GHz) Cores', 'Quad Core, 8 Threads', '4\u2009MB Cache', 'AMD Radeon Radeon Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['41\u2009Wh, 3 Cell BatteryGood']"
423,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹98,990",73 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance', '1 Year Warranty']","['13.3\u2009inchesSmall', '2560\u2009x\u20091600\u2009pixelsGood', '~ 227\u2009PPIHigh', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i7 1360P', '4 x 2.2\u2009GHz (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x 1.6\u2009GHz (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB LPDDR5  RAMLargest', '1\u2009TB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '1 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['4 Cell Battery']
424,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹86,990",69 votes,--rating: 4;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance', '1 Year Warranty']","['13.3\u2009inchesSmall', '2560\u2009x\u20091600\u2009pixelsGood', '~ 227\u2009PPIHigh', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i5 1340P', '4 x 1.9\u2009GHz (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x 1.4\u2009GHz (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '12\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB LPDDR5  RAMAverage', '1\u2009TB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '1 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['54\u2009Wh, 4 Cell BatteryGood']"
425,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹84,990",73 votes,--rating: 4.25;,"['OS: Windows 11', 'Utility: Everyday Use', '1 Year Warranty']","['14\u2009inchesAverage', '1920\u2009x\u20091200\u2009pixelsGood', '~ 162\u2009PPIHigh', 'Touch Screen', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i5 1335U', '2 x (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB LPDDR5 RAMAverage', '1\u2009TB SSD']","['HDMI, Thunderbolt, Multi Card Reader', 'WiFi, Bluetooth v5.2', '1 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']","['54\u2009Wh, 4 Cell BatteryGood']"
426,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹65,290",99 votes,--rating: 4.5;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 23.5\u2009mmThick', '2.29\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['5th Gen AMD Ryzen 5 5600H', '6 x 3.3\u2009GHz (Turbo Speed upto 4.2\u2009GHz) Cores', 'Hexa Core, 12 Threads', '16\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 3050 GraphicsLargest', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['70\u2009Wh, 4 Cell BatteryGood']"
427,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹82,990",53 votes,--rating: 4.6;,"['OS: Windows 11', 'Utility: Performance', '1.35\u2009kgLight', '1 Year Warranty']","['14\u2009inchesAverage', '1920\u2009x\u20091200\u2009pixelsGood', '~ 170\u2009PPIHigh', '16:9 Aspect Ratio']","['13th Gen Intel Core i5 1340P', '4 x 1.9\u2009GHz (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x 1.4\u2009GHz (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '12\u2009MB Cache', 'Integrated Intel Iris Xe Graphics Graphics', '16\u2009GB  LPDDR5 RAMAverage', '512\u2009GB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '1 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['4 Cell Battery']
428,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹74,990",84 votes,--rating: 4.7;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 17.9\u2009mmSlim', '1.74\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i5 1335U', '2 x (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Intel Integrated Intel Iris Xe Graphics Graphics', '16\u2009GB DDR4 RAMAverage', '1\u2009TB SSD']","['HDMI', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard']","['41\u2009Wh, 3 Cell BatteryGood']"
429,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,38,990",98 votes,--rating: 4.35;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 25.2\u2009mmThick', '2.6\u2009kgHeavy', '2 Year Warranty']","['17.3\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsBad', '~ 127\u2009PPILow', 'Anti Glare']","['12th Gen Intel Core i7 12650H', '6 x 2.3\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  4 x 1.7\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (6P + 4E), 16 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['53.5\u2009Wh, 3 Cell BatteryGood']"
430,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹87,990",116 votes,--rating: 4.15;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 21.7\u2009mmThick', '1.86\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i7 12650H', '6 x 2.3\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  4 x 1.7\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (6P + 4E), 16 Threads', '24\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 4050 GraphicsLarge', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
431,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹94,990",91 votes,--rating: 4.1;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 21.7\u2009mmAverage', '1.86\u2009kgAverage', '2 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i7 12650H', '6 x 2.3\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  4 x 1.7\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (6P + 4E), 16 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsLargest', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['51\u2009Wh, 3 Cell BatteryGood']"
432,Lenovo IdeaPad Slim 5 16IRL8 82XF003FIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹74,990",97 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '1.63\u2009kgAverage', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 142\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['13th Gen Intel Core i5 13500H', '4 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', 'Integrated Intel Iris Xe Graphics Graphics', '16\u2009GB  LPDDR5 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['56.6\u2009Wh, 3 Cell BatteryGood']"
433,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,13,990",103 votes,--rating: 4.3;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 25.2\u2009mmThick', '2.6\u2009kgHeavy', '2 Year Warranty']","['17.3\u2009inchesLargest', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 127\u2009PPILow', 'Anti Glare']","['12th Gen Intel Core i7 12650H', '6 x 2.3\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  4 x 1.7\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (6P + 4E), 16 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsLarge', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['53.5\u2009Wh, 3 Cell BatteryGood']"
434,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹48,990",126 votes,--rating: 4.45;,"['OS: Windows 11', 'Utility: Performance', '1.86\u2009kgHeavy', '2 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['11th Gen Intel Core i5 11260H', '6 x 2.1\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 1650 GraphicsLargest', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
435,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,03,990",86 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 25.2\u2009mmThick', '2.6\u2009kgHeavy', '2 Year Warranty']","['17.3\u2009inchesLargest', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 127\u2009PPILow', 'Anti Glare']","['12th Gen Intel Core i7 12650H', '6 x 2.3\u2009GHz (Turbo Speed upto 4.7\u2009GHz) Performance Cores  4 x 1.7\u2009GHz (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '10 Cores (6P + 4E), 16 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsLargest', '8\u2009GB DDR5 RAMSmallest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['53.5\u2009Wh, 3 Cell BatteryGood']"
436,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",90 votes,--rating: 4.35;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 27.2\u2009mmThick', '2.7\u2009kgHeavy', '2 Year Warranty']","['17.3\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsBad', '~ 127\u2009PPILowest', 'Anti Glare']","['13th Gen Intel Core i9 13900H', '6 x 2.6\u2009GHz (Turbo Speed upto 5.4\u2009GHz) Performance Cores  8 x 1.9\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['90\u2009Wh, 4 Cell BatteryGood']"
437,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,34,990",72 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 27.2\u2009mmThick', '2.7\u2009kgHeavy', '2 Year Warranty']","['17.3\u2009inchesLarge', '2560\u2009x\u20091440\u2009pixelsGood', '~ 127\u2009PPILow', 'Anti Glare']","['13th Gen Intel Core i7 13700H', '6 x (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsLarge', '8\u2009GB DDR5 RAMSmallest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['90\u2009Wh, 4 Cell BatteryGood']"
438,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,990",59 votes,--rating: 4.25;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 21.7\u2009mmThick', '1.86\u2009kgHeavy', '2 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i5 11260H', '6 x 2.1\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 2050 GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['52.4\u2009Wh, 3 Cell BatteryGood']"
439,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,890",99 votes,--rating: 4.1;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 19.9\u2009mmAverage', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 2 x USB 3.0', 'Inbuilt Microphone']",['3 Cell Battery']
440,HP Victus 15-fa1060TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,16,463",82 votes,--rating: 4.2;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 22.5\u2009mmThick', '2.37\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i5 13500H', '4 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 4050 GraphicsAverage', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['70\u2009Wh, 4 Cell BatteryGood']"
441,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,09,990",75 votes,--rating: 4.55;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 22.5\u2009mmThick', '2.37\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i7 13700H', '6 x (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 4050 GraphicsAverage', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['70\u2009Wh, 4 Cell BatteryGood']"
442,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,77,278",58 votes,--rating: 4.7;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '2.09\u2009kgAverage', '1 Year Warranty']","['16.1\u2009inchesLarge', '2560\u2009x\u20091600\u2009pixelsAverage', '~ 182\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i9 13900HX', '8 x (Turbo Speed upto 5.4\u2009GHz) Performance Cores  16 x (Turbo Speed upto 3.9\u2009GHz) Efficient Cores', '24 Cores (8P + 16E), 32 Threads', '36\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsAverage', '32\u2009GB DDR5 RAMLargest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['97\u2009Wh, 6 Cell BatteryGood']"
443,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,53,625",52 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 23.9\u2009mmThick', '2.32\u2009kgHeavy', '1 Year Warranty']","['16.1\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsBad', '~ 182\u2009PPIAverage', 'Anti Glare']","['13th Gen Intel Core i5 13500HX', '6 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '14 Cores (6P + 8E), 20 Threads', '24\u2009MB Cache', '6\u2009GB, NVIDIA GeForce RTX 4050 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.3', '2 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['83\u2009Wh, 6 Cell BatteryGood']"
444,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹56,999",58 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 23\u2009mmThick', '2.37\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 137\u2009PPILow', 'Anti Glare', '16:9 Aspect Ratio']","['5th Gen AMD Ryzen 5  5600H ', '6 x 3.3\u2009GHz (Turbo Speed upto 4.2\u2009GHz) Cores', 'Hexa Core, 12 Threads', '16\u2009MB Cache', '4\u2009GB, AMD Radeon RX 6500M GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.3', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['52.5\u2009Wh, 3 Cell BatteryGood']"
445,Gigabyte Aorus 15 9SF Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro/ 8GB Graph),"₹1,49,990",91 votes,--rating: 4.7;,"['OS: Windows 11 ', 'Utility: Gaming, Performance', 'Thickness: 20.9\u2009mmAverage', '2.39\u2009kgHeavy', '2 Year Warranty']","['15.6\u2009inchesAverage', '2560\u2009x\u20091440\u2009pixelsAverage', '~ 188\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['12th Gen Intel Core i5 12500H', '4 x 2.5\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Performance Cores  8 x 1.8\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4070 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI, Display Port, Thunderbolt', 'WiFi, Bluetooth v5.2', '3 x USB 3.0, 2 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['99\u2009Wh BatteryGood']
